Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,target,,STOP,508.108,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,15228,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,startpeanut1,,POINT,542.208,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,16250,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,target,,START,543.243,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,16281,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,target,,STOP,604.204,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,18108,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,sniffing,,POINT,604.504,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,18117,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,sniffing,,POINT,604.838,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,18127,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,bending,,START,604.871,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,18128,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,bending,,STOP,605.138,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,18136,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,grabbing peanut,,POINT,605.138,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,18136,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,lifting,,START,605.171,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,18137,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,lifting,,STOP,605.472,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,18146,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,assessing,,START,605.705,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,18153,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,jaw movement,,POINT,605.738,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,18154,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,jaw movement,,POINT,606.473,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,18176,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,mouth,,POINT,606.573,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,18179,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,assessing,,STOP,606.639,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,18181,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,target,,START,606.806,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,18186,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,target,,STOP,615.648,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,18451,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,startpeanutcontrol,,POINT,757.590,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,22705,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,target,,START,770.103,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,23080,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,target,,STOP,781.948,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,23435,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,bending,,START,782.181,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,23442,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,bending,,STOP,783.149,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,23471,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,grabbing peanut,,POINT,783.149,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,23471,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,lifting,,START,783.216,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,23473,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,lifting,,STOP,783.549,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,23483,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,target,,START,784.884,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,23523,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,target,,STOP,791.991,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,23737,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,startpeanut1.5,,POINT,817.550,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,24502,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,target,,START,817.550,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,24502,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,target,,STOP,834.734,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,25017,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,sniffing,,POINT,836.235,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,25062,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,bending,,START,836.736,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,25077,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,bending,,STOP,837.403,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,25097,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,grabbing peanut,,POINT,837.403,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,25097,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,lifting,,START,837.403,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,25097,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,lifting,,STOP,838.104,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,25118,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,target,,START,838.738,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,25137,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,target,,STOP,873.239,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,26171,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,startpeanutcontrol,,POINT,1034.901,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,31016,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,target,,START,1038.304,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,31118,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,target,,STOP,1043.476,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,31273,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,sniffing,,POINT,1044.043,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,31290,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,bending,,START,1044.076,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,31291,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,bending,,STOP,1045.278,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,31327,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,grabbing peanut,,POINT,1045.678,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,31339,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,lifting,,START,1045.778,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,31342,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,lifting,,STOP,1046.245,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,31356,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,target,,START,1046.545,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,31365,NA,
ligh_1605_bloc1bis,2025-07-07 14:33:41.056,,1028.494,Media file(s),player #1:C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,0.0,1062.061,29.970,Lightnose,target,,STOP,1056.822,C:\Users\esthe\Downloads\ligh_1605_bloc1bis\GP010699.MP4,31673,NA,
