Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Modifier #1,Behavior type,Time,Media file name,Image index,Image file path,Comment
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,target,,,STOP,36.163,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4,356,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,lifting,,,START,36.396,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4,0,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,lifting,,,STOP,36.829,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,13,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,assessing,,,START,36.863,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,14,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,jaw movement,,,POINT,36.929,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,16,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,licking,,,POINT,37.029,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,19,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,teeth-hole contact,,,POINT,37.429,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,31,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,teeth-hole contact,,,POINT,37.596,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,36,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,rotation,,Horizontal,START,37.629,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,37,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,rotation,,Horizontal,STOP,37.862,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,44,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,jaw movement,,,POINT,37.929,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,46,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,licking,,,POINT,38.062,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,50,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,sniffing,,,POINT,38.129,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,52,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,jaw movement,,,POINT,38.329,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,58,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,jaw movement,,,POINT,38.629,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,67,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,licking,,,POINT,38.696,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,69,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,rotation,,Horizontal,START,38.762,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,71,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,translational movement,,,POINT,38.929,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,76,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,rotation,,Horizontal,STOP,39.062,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,80,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,licking,,,POINT,39.096,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,81,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,rotation,,Horizontal,START,39.129,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,82,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,licking,,,POINT,39.329,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,88,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,licking,,,POINT,39.563,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,95,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,rotation,,Horizontal,STOP,39.596,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,96,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,sniffing,,,POINT,39.696,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,99,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,rotation,,Vertical,START,39.763,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,101,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,rotation,,Vertical,STOP,39.829,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,103,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,licking,,,POINT,39.862,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,104,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,rotation,,Vertical,START,39.929,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,105,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,rotation,,Vertical,STOP,40.096,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,110,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,licking,,,POINT,40.196,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,113,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,jaw movement,,,POINT,40.263,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,115,NA,
repo_1405_1,2025-07-10 15:00:01.859,,66.827,Media file(s),player #1:C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_3_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_4_one(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_5_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_6_three(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4;C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_8_seven(1).mp4,0.0,5.866;7.366;10.934;12.233;9.600;21.097,30.000;30.000;30.000;30.000;30.000;30.000,Repousse,rotation,,Vertical,START,40.363,C:\Users\esthe\Downloads\repousse 14 1 _\Repo_1405_7_five(1).mp4,118,NA,
