Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Modifier #1,Behavior type,Time,Media file name,Image index,Image file path,Comment
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,lifting,,,START,62.519,side mark 13 _\Side_1305_14_onehalf.mp4,6,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,lifting,,,STOP,62.888,side mark 13 _\Side_1305_14_onehalf.mp4,17,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,assessing,,,START,63.122,side mark 13 _\Side_1305_14_onehalf.mp4,24,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,jaw movement,,,POINT,63.256,side mark 13 _\Side_1305_14_onehalf.mp4,28,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,licking,,,POINT,63.422,side mark 13 _\Side_1305_14_onehalf.mp4,33,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,mouth,,,POINT,64.056,side mark 13 _\Side_1305_14_onehalf.mp4,52,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,assessing,,,STOP,64.222,side mark 13 _\Side_1305_14_onehalf.mp4,57,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,target,,,START,64.589,side mark 13 _\Side_1305_14_onehalf.mp4,68,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,target,,,STOP,70.021,side mark 13 _\Side_1305_14_onehalf.mp4,231,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,bending,,,START,70.219,side mark 13 _\Side_1305_15_three.mp4,4,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,bending,,,STOP,70.419,side mark 13 _\Side_1305_15_three.mp4,10,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,grabbing peanut,,,POINT,70.419,side mark 13 _\Side_1305_15_three.mp4,10,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,lifting,,,START,70.453,side mark 13 _\Side_1305_15_three.mp4,11,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,lifting,,,STOP,71.650,side mark 13 _\Side_1305_15_three.mp4,47,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,target,,,START,71.717,side mark 13 _\Side_1305_15_three.mp4,49,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,pause,,,START,72.617,side mark 13 _\Side_1305_15_three.mp4,76,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,bending,,,START,73.017,side mark 13 _\Side_1305_15_three.mp4,88,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,bending,,,STOP,73.884,side mark 13 _\Side_1305_15_three.mp4,114,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,pause,,,STOP,73.984,side mark 13 _\Side_1305_15_three.mp4,117,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,target,,,STOP,76.838,side mark 13 _\Side_1305_15_three.mp4,202,NA,
Side_1305,2025-06-10 11:48:46.997,,213.135,Media file(s),player #1:side mark 13 _\Side_1305_10_seven.mp4;side mark 13 _\Side_1305_11_three.mp4;side mark 13 _\Side_1305_12_onehalf.mp4;side mark 13 _\Side_1305_13_one.mp4;side mark 13 _\Side_1305_14_onehalf.mp4;side mark 13 _\Side_1305_15_three.mp4;side mark 13 _\Side_1305_16_five.mp4;side mark 13 _\Side_1305_17_three.mp4;side mark 13 _\Side_1305_18_seven.mp4;side mark 13 _\Side_1305_19_five.mp4;side mark 13 _\Side_1305_20_one.mp4;side mark 13 _\Side_1305_3_seven.mp4;side mark 13 _\Side_1305_4_control.mp4;side mark 13 _\Side_1305_5_three.mp4;side mark 13 _\Side_1305_6_three.mp4;side mark 13 _\Side_1305_7_five.mp4;side mark 13 _\Side_1305_8_control.mp4;side mark 13 _\Side_1305_9_one.mp4,0.0,11.964;11.665;15.565;23.128;7.768;6.764;7.832;11.296;7.564;18.163;6.830;17.764;6.901;16.398;19.330;12.264;4.167;7.833,30.000;30.000;30.000;30.000;29.970;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000;30.000,Sidemark,grabbing peanut,,,POINT,77.283,side mark 13 _\Side_1305_16_five.mp4,13,NA,
