Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Modifier #1,Behavior type,Time,Media file name,Image index,Image file path,Comment
griz_1905_bloc3,2025-07-01 10:52:44.610,,374.040,Media file(s),player #1:C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,0.0,449.616,29.970,Grizzly,"startpeanut0,7",,,POINT,43.477,C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,1303,NA,
griz_1905_bloc3,2025-07-01 10:52:44.610,,374.040,Media file(s),player #1:C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,0.0,449.616,29.970,Grizzly,bending,,,START,57.457,C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,1722,NA,
griz_1905_bloc3,2025-07-01 10:52:44.610,,374.040,Media file(s),player #1:C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,0.0,449.616,29.970,Grizzly,bending,,,STOP,57.958,C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,1737,NA,
griz_1905_bloc3,2025-07-01 10:52:44.610,,374.040,Media file(s),player #1:C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,0.0,449.616,29.970,Grizzly,grabbing peanut,,,POINT,57.958,C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,1737,NA,
griz_1905_bloc3,2025-07-01 10:52:44.610,,374.040,Media file(s),player #1:C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,0.0,449.616,29.970,Grizzly,lifting,,,START,57.991,C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,1738,NA,
griz_1905_bloc3,2025-07-01 10:52:44.610,,374.040,Media file(s),player #1:C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,0.0,449.616,29.970,Grizzly,lifting,,,STOP,58.358,C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,1749,NA,
griz_1905_bloc3,2025-07-01 10:52:44.610,,374.040,Media file(s),player #1:C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,0.0,449.616,29.970,Grizzly,target,,,START,61.028,C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,1829,NA,
griz_1905_bloc3,2025-07-01 10:52:44.610,,374.040,Media file(s),player #1:C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,0.0,449.616,29.970,Grizzly,pause,,,START,70.370,C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,2109,NA,
griz_1905_bloc3,2025-07-01 10:52:44.610,,374.040,Media file(s),player #1:C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,0.0,449.616,29.970,Grizzly,pause,,,STOP,105.806,C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,3171,NA,
griz_1905_bloc3,2025-07-01 10:52:44.610,,374.040,Media file(s),player #1:C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,0.0,449.616,29.970,Grizzly,target,,,STOP,109.142,C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,3271,NA,
griz_1905_bloc3,2025-07-01 10:52:44.610,,374.040,Media file(s),player #1:C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,0.0,449.616,29.970,Grizzly,digging,,,START,109.309,C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,3276,NA,
griz_1905_bloc3,2025-07-01 10:52:44.610,,374.040,Media file(s),player #1:C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,0.0,449.616,29.970,Grizzly,digging,,,STOP,117.751,C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,3529,NA,
griz_1905_bloc3,2025-07-01 10:52:44.610,,374.040,Media file(s),player #1:C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,0.0,449.616,29.970,Grizzly,dropping peanut,,,POINT,117.751,C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,3529,NA,
griz_1905_bloc3,2025-07-01 10:52:44.610,,374.040,Media file(s),player #1:C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,0.0,449.616,29.970,Grizzly,pushing,,,START,118.185,C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,3542,NA,
griz_1905_bloc3,2025-07-01 10:52:44.610,,374.040,Media file(s),player #1:C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,0.0,449.616,29.970,Grizzly,covering with soil,,,START,123.724,C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,3708,NA,
griz_1905_bloc3,2025-07-01 10:52:44.610,,374.040,Media file(s),player #1:C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,0.0,449.616,29.970,Grizzly,pushing,,,STOP,123.724,C:\Users\esthe\Downloads\griz_1905_bloc3\grizzly arena night 19 3.MP4,3708,NA,
