Day,Condition,Number,Seed,Area_cm2,Area_px,Scale_px_mm,Filename,Modified_by_App,Resistance,Resistance normalized
Day 4,control,9,2,1.28899931,128207,31.53766434,IMG_9962.JPG,TRUE,12.1,9.387126827
Day 4,control,9,3,1.280081369,127320,31.53766434,IMG_9962.JPG,TRUE,10.2,7.968243461
Day 4,control,10,0,1.011236619,114125.5,33.59425022,IMG_9967.JPG,TRUE,5.2,5.142218847
Day 4,control,10,1,1.058840956,119498,33.59425022,IMG_9967.JPG,TRUE,3.8,3.588829823
Day 4,control,10,2,1.2727437,143638.5,33.59425022,IMG_9967.JPG,TRUE,9,7.071337303
Day 4,control,10,3,1.173547692,132443.5,33.59425022,IMG_9967.JPG,TRUE,10.2,8.691593932
Day 4,crushed,1,0,1.400166301,155399.5,33.3146303,IMG_0024.JPG,TRUE,13.3,9.498871666
Day 4,crushed,1,1,1.250107455,138745,33.3146303,IMG_0024.JPG,TRUE,11.6,9.279202326
Day 4,crushed,1,2,1.165461994,129350.5,33.3146303,IMG_0024.JPG,TRUE,11.7,10.0389374
Day 4,crushed,1,3,1.38050174,153217,33.3146303,IMG_0024.JPG,TRUE,11.3,8.185429743
Day 4,crushed,2,0,0.993043447,120227.5,34.79507551,IMG_0028.JPG,TRUE,2.9,2.920315329
Day 4,crushed,2,1,1.223117475,148082.5,34.79507551,IMG_0028.JPG,TRUE,2.6,2.125715684
Day 4,crushed,2,2,1.276264534,154517,34.79507551,IMG_0028.JPG,TRUE,8.7,6.816768599
Day 4,crushed,2,3,1.081983929,130995.5,34.79507551,IMG_0028.JPG,TRUE,2.5,2.310570363
Day 4,crushed,3,0,1.599644914,153703,30.99769333,IMG_0034.JPG,TRUE,3.1,1.937930083
Day 4,crushed,3,1,1.393214611,133868,30.99769333,IMG_0034.JPG,TRUE,5,3.588822541
Day 4,crushed,3,2,1.339710291,128727,30.99769333,IMG_0034.JPG,TRUE,0.5,0.373215018
Day 4,crushed,3,3,0.918091878,88215.5,30.99769333,IMG_0034.JPG,TRUE,0.5,0.544607802
Day 4,crushed,4,0,1.544904483,178503,33.99162626,IMG_0039.JPG,TRUE,11.8,7.638012661
Day 4,crushed,4,1,1.579752961,182529.5,33.99162626,IMG_0039.JPG,TRUE,11,6.963114026
Day 4,crushed,4,2,1.324977827,153092,33.99162626,IMG_0039.JPG,TRUE,11.9,8.981282371
Day 4,crushed,4,3,1.443318984,166765.5,33.99162626,IMG_0039.JPG,TRUE,10.9,7.552038131
Day 4,crushed,5,0,1.543118309,149985.5,31.17633256,IMG_0044.JPG,TRUE,11.8,7.64685373
Day 4,crushed,5,1,1.571776787,152771,31.17633256,IMG_0044.JPG,TRUE,14.1,8.970739433
Day 4,crushed,5,2,1.788929955,173877.5,31.17633256,IMG_0044.JPG,TRUE,6.6,3.689356299
Day 4,crushed,5,3,1.777710401,172787,31.17633256,IMG_0044.JPG,TRUE,14.9,8.381567658
Day 4,crushed,7,0,1.519891715,155553.5,31.99142385,IMG_0055.JPG,TRUE,10.2,6.711004407
Day 4,crushed,7,1,1.618851001,165681.5,31.99142385,IMG_0055.JPG,TRUE,13.4,8.277475807
Day 4,crushed,7,2,1.236868939,126587.5,31.99142385,IMG_0055.JPG,TRUE,8.2,6.629643401
Day 4,crushed,7,3,1.182850731,121059,31.99142385,IMG_0055.JPG,TRUE,9,7.608736897
Day 4,crushed,8,0,1.714187097,131042.5,27.64884374,IMG_0058.JPG,TRUE,0,0
Day 4,crushed,8,1,1.821825371,139271,27.64884374,IMG_0058.JPG,TRUE,NA,#VALUE!
Day 4,crushed,8,2,1.048212476,80131.5,27.64884374,IMG_0058.JPG,TRUE,0,0
Day 4,crushed,9,0,1.607893961,154361,30.9841859,IMG_0064.JPG,TRUE,NA,#VALUE!
Day 4,crushed,9,1,1.422210286,136535,30.9841859,IMG_0064.JPG,TRUE,NA,#VALUE!
Day 4,crushed,10,0,1.447257135,183859,35.64261809,IMG_0069.JPG,TRUE,4,2.763848871
Day 4,crushed,10,1,0.68084664,86494.5,35.64261809,IMG_0069.JPG,TRUE,NA,#VALUE!
Day 4,crushed,10,2,0.860518931,109320,35.64261809,IMG_0069.JPG,TRUE,2.6,3.021432659
Day 4,hole,1,0,1.830208865,185404,31.8279907,IMG_9973.JPG,TRUE,12.7,6.939098724
Day 4,hole,1,1,1.940611316,196588,31.8279907,IMG_9973.JPG,TRUE,9.6,4.946894787
Day 4,hole,1,2,1.768255559,179128,31.8279907,IMG_9973.JPG,TRUE,9.2,5.202867852
Day 4,hole,1,3,1.812237865,183583.5,31.8279907,IMG_9973.JPG,TRUE,11.1,6.125023769
Day 4,hole,2,0,1.628288605,200209,35.06518273,IMG_9978.JPG,TRUE,14.1,8.659398561
Day 4,hole,2,1,1.582711586,194605,35.06518273,IMG_9978.JPG,TRUE,16,10.10923288
Day 4,hole,2,2,1.728242488,212499,35.06518273,IMG_9978.JPG,TRUE,16.2,9.373684605
Day 4,hole,2,3,1.720174607,211507,35.06518273,IMG_9978.JPG,TRUE,11.8,6.859768741
Day 4,hole,3,0,1.488783031,239031.5,40.06930995,IMG_9981.JPG,TRUE,0,0
Day 4,hole,3,1,1.529569688,245580,40.06930995,IMG_9981.JPG,TRUE,0,0
Day 4,hole,3,2,1.427641974,229215,40.06930995,IMG_9981.JPG,TRUE,7,4.903190105
Day 4,hole,3,3,1.338208424,214856,40.06930995,IMG_9981.JPG,TRUE,2.6,1.942896154
Day 4,hole,4,0,1.87050564,201943.5,32.85756899,IMG_9985.JPG,TRUE,16.6,8.874605691
Day 4,hole,4,1,1.920518615,207343,32.85756899,IMG_9985.JPG,TRUE,20.7,10.77833864
Day 4,hole,4,2,1.676729098,181023,32.85756899,IMG_9985.JPG,TRUE,14,8.349589699
Day 4,hole,4,3,1.616129063,174480.5,32.85756899,IMG_9985.JPG,TRUE,9.8,6.063872142
Day 4,hole,4,4,NA,0,32.85756899,IMG_9985.JPG,TRUE,,#VALUE!
Day 4,hole,5,0,1.655538356,238060,37.92045949,IMG_9990.JPG,TRUE,12,7.248397453
Day 4,hole,5,1,1.404822281,202008,37.92045949,IMG_9990.JPG,TRUE,14.3,10.17922352
Day 4,hole,5,2,0.993566414,142871,37.92045949,IMG_9990.JPG,TRUE,0,0
Day 4,hole,5,3,0.983107161,141367,37.92045949,IMG_9990.JPG,TRUE,0,0
Day 4,hole,6,0,1.821944926,209664,33.92300458,IMG_9995.JPG,TRUE,6.9,3.787161676
Day 4,hole,6,1,1.751031553,201503.5,33.92300458,IMG_9995.JPG,TRUE,8.9,5.082718234
Day 4,hole,6,2,1.415591005,162902,33.92300458,IMG_9995.JPG,TRUE,1.5,1.059628095
Day 4,hole,6,3,1.554059132,178836.5,33.92300458,IMG_9995.JPG,TRUE,3,1.930428475
Day 4,hole,7,0,1.642258606,188957.5,33.9204257,IMG_9999.JPG,TRUE,19.5,11.8738912
Day 4,hole,7,1,1.69620894,195165,33.9204257,IMG_9999.JPG,TRUE,14.6,8.607430168
Day 4,hole,7,2,1.616011322,185937.5,33.9204257,IMG_9999.JPG,TRUE,15,9.282113183
Day 4,hole,7,3,1.642445465,188979,33.9204257,IMG_9999.JPG,TRUE,10.5,6.392906324
Day 4,hole,8,0,1.73804108,199923,33.91574502,IMG_0005.JPG,TRUE,11,6.328964331
Day 4,hole,8,1,1.691417558,194560,33.91574502,IMG_0005.JPG,TRUE,10.3,6.089566678
Day 4,hole,8,2,1.602978049,184387,33.91574502,IMG_0005.JPG,TRUE,10.8,6.737459695
Day 4,hole,8,3,1.523179932,175208,33.91574502,IMG_0005.JPG,TRUE,12.2,8.009559308
Day 4,hole,9,0,3.382863744,409255.5,34.78203674,IMG_0014.JPG,TRUE,0,0
Day 4,hole,9,1,1.405826538,170075.5,34.78203674,IMG_0014.JPG,TRUE,0.5,0.355662656
Day 4,hole,10,0,1.660056555,165264.5,31.55210548,IMG_0019.JPG,TRUE,8.1,4.879351837
Day 4,hole,10,1,1.671914496,166445,31.55210548,IMG_0019.JPG,TRUE,4,2.392466845
Day 4,hole,10,2,1.596608281,158948,31.55210548,IMG_0019.JPG,TRUE,10.6,6.639073669
Day 4,hole,10,3,NA,0,31.55210548,IMG_0019.JPG,TRUE,12.4,#VALUE!
Day 4,hole,10,4,1.765512377,175763,31.55210548,IMG_0019.JPG,TRUE,NA,#VALUE!
Day 5,control,1,0,1.821719871,205654,33.5991107,IMG_0082.JPG,TRUE,8.7,4.775706812
Day 5,control,1,1,1.943187646,219366.5,33.5991107,IMG_0082.JPG,TRUE,5.1,2.624553532
Day 5,control,1,2,1.737119836,196103.5,33.5991107,IMG_0082.JPG,TRUE,12.4,7.138252492
Day 5,control,1,3,1.786433317,201670.5,33.5991107,IMG_0082.JPG,TRUE,7.1,3.974399679
Day 5,control,2,0,1.282474198,197595,39.25216876,IMG_0086.JPG,TRUE,15,11.69614174
Day 5,control,2,1,1.31378073,202418.5,39.25216876,IMG_0086.JPG,TRUE,22.3,16.97391314
Day 5,control,2,2,1.253621043,193149.5,39.25216876,IMG_0086.JPG,TRUE,16.1,12.84279654
Day 5,control,2,3,1.229038584,189362,39.25216876,IMG_0086.JPG,TRUE,15.7,12.77421247
Day 5,control,3,0,0.950220283,102499,32.84336645,IMG_0091.JPG,TRUE,4.1,4.314788974
Day 5,control,3,1,1.135802432,122517.5,32.84336645,IMG_0091.JPG,TRUE,NA,#VALUE!
Day 5,control,3,2,1.169602793,126163.5,32.84336645,IMG_0091.JPG,TRUE,4.9,4.189456481
Day 5,control,3,3,1.136775838,122622.5,32.84336645,IMG_0091.JPG,TRUE,4.4,3.87059599
Day 5,control,4,0,1.50035744,181023.5,34.73522454,IMG_0095.JPG,TRUE,16.7,11.13068097
Day 5,control,4,1,1.479313722,178484.5,34.73522454,IMG_0095.JPG,TRUE,8.9,6.016303283
Day 5,control,4,2,1.408068427,169888.5,34.73522454,IMG_0095.JPG,TRUE,14,9.942698614
Day 5,control,4,3,1.575469176,190086,34.73522454,IMG_0095.JPG,TRUE,16.2,10.28265119
Day 5,control,5,0,0.801341514,111284.5,37.26563436,IMG_0099.JPG,TRUE,5.7,7.113072146
Day 5,control,5,1,0.967018365,134292.5,37.26563436,IMG_0099.JPG,TRUE,4.6,4.756890012
Day 5,control,5,2,0.951388949,132122,37.26563436,IMG_0099.JPG,TRUE,0,0
Day 5,control,5,3,1.040848544,144545.5,37.26563436,IMG_0099.JPG,TRUE,3.5,3.362641012
Day 5,control,6,0,1.63354726,177247,32.94,IMG_0104.JPG,TRUE,20.8,12.73302616
Day 5,control,6,1,1.637072464,177629.5,32.94,IMG_0104.JPG,TRUE,17.9,10.93415251
Day 5,control,6,2,1.65068482,179106.5,32.94,IMG_0104.JPG,TRUE,10.2,6.179253528
Day 5,control,6,3,1.571337779,170497,32.94,IMG_0104.JPG,TRUE,18.4,11.70976747
Day 5,control,7,0,1.29111363,154264,34.56607447,IMG_0109.JPG,TRUE,12.9,9.991374658
Day 5,control,7,1,1.239812737,148134.5,34.56607447,IMG_0109.JPG,TRUE,12.2,9.840195733
Day 5,control,7,2,1.302366432,155608.5,34.56607447,IMG_0109.JPG,TRUE,5.9,4.530215042
Day 5,control,7,3,1.213444605,144984,34.56607447,IMG_0109.JPG,TRUE,9.9,8.158592458
Day 5,control,8,0,1.554255447,141205.5,30.14148238,IMG_0114.JPG,TRUE,3.8,2.444900551
Day 5,control,8,1,1.641766967,149156,30.14148238,IMG_0114.JPG,TRUE,3.7,2.253669415
Day 5,control,8,2,1.560755108,141796,30.14148238,IMG_0114.JPG,TRUE,10.8,6.919727473
Day 5,control,8,3,1.481443837,134590.5,30.14148238,IMG_0114.JPG,TRUE,8.2,5.535140647
Day 5,control,9,0,1.567862183,169008,32.83217763,IMG_0118.JPG,TRUE,11.2,7.14348501
Day 5,control,9,1,1.550843798,167173.5,32.83217763,IMG_0118.JPG,TRUE,17.3,11.15521758
Day 5,control,9,2,1.79076638,193036,32.83217763,IMG_0118.JPG,TRUE,20.8,11.61513877
Day 5,control,9,3,1.716032061,184980,32.83217763,IMG_0118.JPG,TRUE,22.2,12.93682123
Day 5,control,10,0,1.20610255,146805,34.88817932,IMG_0122.JPG,TRUE,23.1,19.15260025
Day 5,control,10,1,1.225450471,149160,34.88817932,IMG_0122.JPG,TRUE,21.9,17.8709793
Day 5,control,10,2,1.398595876,170235,34.88817932,IMG_0122.JPG,TRUE,10.6,7.579029925
Day 5,control,10,3,1.480900535,180253,34.88817932,IMG_0122.JPG,TRUE,8.1,5.469644862
Day 5,crushed,1,0,1.249663517,136812.5,33.08768206,IMG_0175.JPG,TRUE,5.2,4.161120118
Day 5,crushed,1,1,1.202549661,131654.5,33.08768206,IMG_0175.JPG,TRUE,4.1,3.409422607
Day 5,crushed,1,2,0.956695348,104738.5,33.08768206,IMG_0175.JPG,TRUE,2.5,2.613162075
Day 5,crushed,1,3,1.149393576,125835,33.08768206,IMG_0175.JPG,TRUE,8.9,7.743213625
Day 5,crushed,3,0,1.200831112,140839.5,34.24690047,IMG_0183.JPG,TRUE,4.1,3.414301944
Day 5,crushed,3,1,1.104369517,129526,34.24690047,IMG_0183.JPG,TRUE,2.1,1.901537454
Day 5,crushed,3,2,1.377396714,161548,34.24690047,IMG_0183.JPG,TRUE,5.7,4.138241324
Day 5,crushed,3,3,1.362744373,159829.5,34.24690047,IMG_0183.JPG,TRUE,5.5,4.035973369
Day 5,crushed,4,0,1.06916295,135957,35.6597945,IMG_0188.JPG,TRUE,0,0
Day 5,crushed,4,1,1.113409626,141583.5,35.6597945,IMG_0188.JPG,TRUE,2.7,2.424983525
Day 5,crushed,4,2,1.059922775,134782,35.6597945,IMG_0188.JPG,TRUE,6,5.660789767
Day 5,crushed,4,3,1.010371846,128481,35.6597945,IMG_0188.JPG,TRUE,7.9,7.81890354
Day 5,crushed,5,0,1.2098422,150916.5,35.3186421,IMG_0194.JPG,TRUE,7.3,6.033844744
Day 5,crushed,5,1,1.17643689,146749.5,35.3186421,IMG_0194.JPG,TRUE,9.2,7.820223998
Day 5,crushed,5,2,0.923399885,115185.5,35.3186421,IMG_0194.JPG,TRUE,8.1,8.771930918
Day 5,crushed,5,3,1.111850886,138693,35.3186421,IMG_0194.JPG,TRUE,3,2.698203543
Day 5,crushed,6,0,1.753903889,165168,30.68739754,IMG_0198.JPG,TRUE,0,0
Day 5,crushed,6,1,1.576658377,148476.5,30.68739754,IMG_0198.JPG,TRUE,4.3,2.727287067
Day 5,crushed,6,2,1.466715507,138123,30.68739754,IMG_0198.JPG,TRUE,0,0
Day 5,crushed,6,3,1.753967602,165174,30.68739754,IMG_0198.JPG,TRUE,5.5,3.135747771
Day 5,crushed,7,0,1.255621579,115679.5,30.35280389,IMG_0203.JPG,TRUE,2.9,2.309613062
Day 5,crushed,7,1,1.497797599,137991,30.35280389,IMG_0203.JPG,TRUE,0,0
Day 5,crushed,7,2,1.486368007,136938,30.35280389,IMG_0203.JPG,TRUE,10.6,7.131477502
Day 5,crushed,7,3,1.641356752,151217,30.35280389,IMG_0203.JPG,TRUE,10,6.092520708
Day 5,crushed,8,0,1.681398477,192143,33.80469009,IMG_0208.JPG,TRUE,4.6,2.735817871
Day 5,crushed,8,1,1.698392465,194085,33.80469009,IMG_0208.JPG,TRUE,7.1,4.180423635
Day 5,crushed,8,2,1.687677151,192860.5,33.80469009,IMG_0208.JPG,TRUE,5.2,3.081158026
Day 5,crushed,8,3,1.702251553,194526,33.80469009,IMG_0208.JPG,TRUE,5.5,3.231014824
Day 5,crushed,9,0,1.792779426,172651.5,31.03285614,IMG_0213.JPG,TRUE,17.1,9.538262069
Day 5,crushed,9,1,1.720258936,165667.5,31.03285614,IMG_0213.JPG,TRUE,19.2,11.16111046
Day 5,crushed,9,2,1.470845143,141648,31.03285614,IMG_0213.JPG,TRUE,11.6,7.88662223
Day 5,crushed,9,3,1.571131927,151306,31.03285614,IMG_0213.JPG,TRUE,10.5,6.683079772
Day 5,crushed,10,0,1.244008894,136932,33.17727656,IMG_0217.JPG,TRUE,3.4,2.73309943
Day 5,crushed,10,1,0.950140728,104585,33.17727656,IMG_0217.JPG,TRUE,3.9,4.104655115
Day 5,crushed,10,2,0.426261921,46920,33.17727656,IMG_0217.JPG,TRUE,0,0
Day 5,crushed,10,3,0.640514862,70503.5,33.17727656,IMG_0217.JPG,TRUE,0,0
Day 5,hole,1,0,1.721229701,201754,34.23668138,IMG_0127.JPG,TRUE,15.3,8.888993718
Day 5,hole,1,1,1.812655686,212470.5,34.23668138,IMG_0127.JPG,TRUE,13.2,7.282133118
Day 5,hole,1,2,1.54353492,180925.5,34.23668138,IMG_0127.JPG,TRUE,19.7,12.76291177
Day 5,hole,1,3,1.663626169,195002,34.23668138,IMG_0127.JPG,TRUE,12.2,7.33337827
Day 5,hole,2,0,1.352272647,150615.5,33.37357278,IMG_0132.JPG,TRUE,0,0
Day 5,hole,2,1,1.577201758,175668,33.37357278,IMG_0132.JPG,TRUE,0,0
Day 5,hole,2,2,1.922651213,214144,33.37357278,IMG_0132.JPG,TRUE,7.3,3.796840503
Day 5,hole,2,3,1.81912681,202613.5,33.37357278,IMG_0132.JPG,TRUE,6.7,3.683085733
Day 5,hole,3,0,2.060077263,173896,29.05380664,IMG_0137.JPG,TRUE,10,4.85418687
Day 5,hole,3,1,2.115537145,178577.5,29.05380664,IMG_0137.JPG,TRUE,21.3,10.06836493
Day 5,hole,3,2,1.700491331,143542.5,29.05380664,IMG_0137.JPG,TRUE,21.6,12.70221118
Day 5,hole,3,3,1.819306858,153572,29.05380664,IMG_0137.JPG,TRUE,20.6,11.32299365
Day 5,hole,4,0,1.64917544,154551.5,30.61280908,IMG_0142.JPG,TRUE,11.8,7.155090791
Day 5,hole,4,1,1.765150136,165420,30.61280908,IMG_0142.JPG,TRUE,3.9,2.209443787
Day 5,hole,4,2,1.512307478,141725,30.61280908,IMG_0142.JPG,TRUE,10.6,7.00915664
Day 5,hole,4,3,1.328114883,124463.5,30.61280908,IMG_0142.JPG,TRUE,10.7,8.05653196
Day 5,hole,5,0,1.728086177,162646,30.67884431,IMG_0146.JPG,TRUE,0,0
Day 5,hole,5,1,1.158834322,109068.5,30.67884431,IMG_0146.JPG,TRUE,0,0
Day 5,hole,5,2,1.165124222,109660.5,30.67884431,IMG_0146.JPG,TRUE,4.6,3.948076878
Day 5,hole,5,3,1.440031085,135534.5,30.67884431,IMG_0146.JPG,TRUE,8.5,5.902650357
Day 5,hole,6,0,1.979841693,224853,33.70032665,IMG_0151.JPG,TRUE,23.1,11.66759953
Day 5,hole,6,1,1.848126964,209894,33.70032665,IMG_0151.JPG,TRUE,20.7,11.20052919
Day 5,hole,7,0,0.42907549,49661.5,34.02068571,IMG_0156.JPG,TRUE,0,0
Day 5,hole,7,1,1.735029167,200813.5,34.02068571,IMG_0156.JPG,TRUE,NA,#VALUE!
Day 5,hole,7,2,1.609200489,186250,34.02068571,IMG_0156.JPG,TRUE,7.6,4.722842215
Day 5,hole,7,3,1.707705159,197651,34.02068571,IMG_0156.JPG,TRUE,12.3,7.202648501
Day 5,hole,8,0,1.274588515,171884,36.72254109,IMG_0161.JPG,TRUE,20.6,16.16207878
Day 5,hole,8,1,1.386279262,186946,36.72254109,IMG_0161.JPG,TRUE,19.9,14.35497201
Day 5,hole,8,2,1.464367125,197476.5,36.72254109,IMG_0161.JPG,TRUE,22.4,15.29671051
Day 5,hole,8,3,1.471786232,198477,36.72254109,IMG_0161.JPG,TRUE,13.8,9.37636166
Day 5,hole,9,0,1.80189705,203536,33.60900308,IMG_0165.JPG,TRUE,23.7,13.15280471
Day 5,hole,9,1,1.523010952,172034,33.60900308,IMG_0165.JPG,TRUE,22.1,14.51072953
Day 5,hole,9,2,1.766688809,199559,33.60900308,IMG_0165.JPG,TRUE,9.3,5.264084967
Day 5,hole,9,3,1.78899828,202079,33.60900308,IMG_0165.JPG,TRUE,15.3,8.552272055
Day 5,hole,10,0,1.467395995,160348.5,33.05664593,IMG_0170.JPG,TRUE,10.3,7.01923682
Day 5,hole,10,1,1.580226854,172678,33.05664593,IMG_0170.JPG,TRUE,12.8,8.100102823
Day 5,hole,10,2,1.922887843,210122,33.05664593,IMG_0170.JPG,TRUE,17.5,9.100894813
Day 5,hole,10,3,1.774609454,193919,33.05664593,IMG_0170.JPG,TRUE,13.2,7.438256327
Day 6,control,1,0,1.630269545,165512.5,31.86292868,IMG_0261.JPG,TRUE,7.3,4.477787137
Day 6,control,1,1,1.53703108,156046.5,31.86292868,IMG_0261.JPG,TRUE,15,9.759073967
Day 6,control,1,2,1.588841172,161306.5,31.86292868,IMG_0261.JPG,TRUE,17.4,10.95137784
Day 6,control,1,3,1.591362727,161562.5,31.86292868,IMG_0261.JPG,TRUE,12.8,8.043420761
Day 6,control,2,0,1.647403844,160813,31.2435619,IMG_0264.JPG,TRUE,15.4,9.348041802
Day 6,control,2,1,1.650620529,161127,31.2435619,IMG_0264.JPG,TRUE,15.3,9.269241312
Day 6,control,2,2,1.717274551,167633.5,31.2435619,IMG_0264.JPG,TRUE,17.8,10.36526163
Day 6,control,2,3,1.743694395,170212.5,31.2435619,IMG_0264.JPG,TRUE,20.7,11.87134629
Day 6,control,3,0,1.237618285,160399.5,36.000468,IMG_0268.JPG,TRUE,8.9,7.191231827
Day 6,control,3,1,1.234400776,159982.5,36.000468,IMG_0268.JPG,TRUE,4,3.240438663
Day 6,control,3,2,1.140020514,147750.5,36.000468,IMG_0268.JPG,TRUE,8.8,7.719159343
Day 6,control,3,3,1.216226094,157627,36.000468,IMG_0268.JPG,TRUE,12.2,10.03102964
Day 6,control,4,0,0.384232042,47967,35.3325099,IMG_0272.JPG,TRUE,0,0
Day 6,control,4,1,1.046723315,130671.5,35.3325099,IMG_0272.JPG,TRUE,2.7,2.579478227
Day 6,control,4,2,1.276203573,159319.5,35.3325099,IMG_0272.JPG,TRUE,3,2.350722145
Day 6,control,4,3,1.237902126,154538,35.3325099,IMG_0272.JPG,TRUE,0,0
Day 6,control,5,0,1.350878865,162397.5,34.67220535,IMG_0276.JPG,TRUE,10.3,7.624665889
Day 6,control,5,1,1.388444523,166913.5,34.67220535,IMG_0276.JPG,TRUE,14.5,10.44334128
Day 6,control,5,2,1.424022096,171190.5,34.67220535,IMG_0276.JPG,TRUE,15.7,11.02510983
Day 6,control,5,3,1.545515723,185796,34.67220535,IMG_0276.JPG,TRUE,14.6,9.446684875
Day 6,control,6,0,1.233094078,141814.5,33.91268789,IMG_0281.JPG,TRUE,2.8,2.270710767
Day 6,control,6,1,1.167063338,134220.5,33.91268789,IMG_0281.JPG,TRUE,4.8,4.112887316
Day 6,control,6,2,0.943916129,108557,33.91268789,IMG_0281.JPG,TRUE,0,0
Day 6,control,6,3,1.101884719,126724.5,33.91268789,IMG_0281.JPG,TRUE,0,0
Day 6,control,7,0,1.329497649,174069,36.18402963,IMG_0286.JPG,TRUE,11.1,8.349018148
Day 6,control,7,1,1.43011753,187243,36.18402963,IMG_0286.JPG,TRUE,7.5,5.24432422
Day 6,control,7,2,1.617002117,211711.5,36.18402963,IMG_0286.JPG,TRUE,5.9,3.648727443
Day 6,control,7,3,1.547086041,202557.5,36.18402963,IMG_0286.JPG,TRUE,4.6,2.973331721
Day 6,control,8,0,1.55976813,168135.5,32.83217763,IMG_0290.JPG,TRUE,13.6,8.719244702
Day 6,control,8,1,1.591759353,171584,32.83217763,IMG_0290.JPG,TRUE,13.4,8.418357947
Day 6,control,8,2,1.666456565,179636,32.83217763,IMG_0290.JPG,TRUE,10.1,6.060764028
Day 6,control,8,3,1.477913827,159312,32.83217763,IMG_0290.JPG,TRUE,13.8,9.337486225
Day 6,control,9,0,1.443973661,171840,34.49709275,IMG_0295.JPG,TRUE,12.5,8.656667598
Day 6,control,9,1,1.442440111,171657.5,34.49709275,IMG_0295.JPG,TRUE,12.8,8.873851956
Day 6,control,9,2,1.452801025,172890.5,34.49709275,IMG_0295.JPG,TRUE,12.1,8.328738616
Day 6,control,9,3,1.300118289,154720.5,34.49709275,IMG_0295.JPG,TRUE,9.2,7.076279196
Day 6,control,10,0,1.106153766,128042.5,34.02274275,IMG_0299.JPG,TRUE,3.9,3.525730436
Day 6,control,10,1,1.269214096,146917.5,34.02274275,IMG_0299.JPG,TRUE,8.2,6.46069093
Day 6,control,10,2,1.349655753,156229,34.02274275,IMG_0299.JPG,TRUE,14.4,10.66938734
Day 6,control,10,3,1.347573764,155988,34.02274275,IMG_0299.JPG,TRUE,8.1,6.010802686
Day 6,crushed,1,0,1.16418644,166392.5,37.80555388,IMG_0357.JPG,TRUE,18.3,15.71913172
Day 6,crushed,1,1,1.160551692,165873,37.80555388,IMG_0357.JPG,TRUE,9.7,8.358093884
Day 6,crushed,1,2,1.409530201,201458.5,37.80555388,IMG_0357.JPG,TRUE,2.6,1.84458623
Day 6,crushed,1,3,1.362166527,194689,37.80555388,IMG_0357.JPG,TRUE,0,0
Day 6,crushed,2,0,0.940115107,87826,30.56476324,IMG_0362.JPG,TRUE,16.1,17.12556248
Day 6,crushed,2,1,1.460964523,136484,30.56476324,IMG_0362.JPG,TRUE,11.5,7.871512154
Day 6,crushed,2,2,1.874305388,175098.5,30.56476324,IMG_0362.JPG,TRUE,19.1,10.19044182
Day 6,crushed,2,3,1.74675305,163182.5,30.56476324,IMG_0362.JPG,TRUE,18.8,10.76282649
Day 6,crushed,3,0,1.602230333,161552,31.75365302,IMG_0367.JPG,TRUE,12,7.489559869
Day 6,crushed,3,1,1.534442597,154717,31.75365302,IMG_0367.JPG,TRUE,8.8,5.734981562
Day 6,crushed,3,2,1.633376987,164692.5,31.75365302,IMG_0367.JPG,TRUE,5.2,3.183588382
Day 6,crushed,3,3,1.41975388,143153,31.75365302,IMG_0367.JPG,TRUE,6.2,4.366954081
Day 6,crushed,4,0,1.727789501,192454.5,33.374796,IMG_0372.JPG,TRUE,21.3,12.32789063
Day 6,crushed,4,1,1.602596146,178509.5,33.374796,IMG_0372.JPG,TRUE,22.2,13.85252302
Day 6,crushed,4,2,1.691169659,188375.5,33.374796,IMG_0372.JPG,TRUE,3.3,1.951312207
Day 6,crushed,4,3,1.641280848,182818.5,33.374796,IMG_0372.JPG,TRUE,0,0
Day 6,crushed,5,0,1.77166693,159837.5,30.03642908,IMG_0377.JPG,TRUE,0,0
Day 6,crushed,5,1,1.908639631,172195,30.03642908,IMG_0377.JPG,TRUE,3.3,1.728980132
Day 6,crushed,5,2,2.020927873,182325.5,30.03642908,IMG_0377.JPG,TRUE,19.3,9.55006869
Day 6,crushed,5,3,1.688014656,152290.5,30.03642908,IMG_0377.JPG,TRUE,14.8,8.767696387
Day 6,crushed,6,0,1.064056621,133585,35.43206615,IMG_0382.JPG,TRUE,18.8,17.66823271
Day 6,crushed,6,1,1.142977705,143493,35.43206615,IMG_0382.JPG,TRUE,9.9,8.661586272
Day 6,crushed,6,2,1.217816527,152888.5,35.43206615,IMG_0382.JPG,TRUE,3,2.463425265
Day 6,crushed,6,3,1.310629251,164540.5,35.43206615,IMG_0382.JPG,TRUE,3.6,2.746772207
Day 6,crushed,7,0,0.984468052,117640.5,34.56826776,IMG_0387.JPG,TRUE,17.7,17.97925281
Day 6,crushed,7,1,0.956078103,114248,34.56826776,IMG_0387.JPG,TRUE,14,14.64315516
Day 6,crushed,7,2,1.146719648,137029,34.56826776,IMG_0387.JPG,TRUE,10.5,9.15655367
Day 6,crushed,7,3,1.133828058,135488.5,34.56826776,IMG_0387.JPG,TRUE,13.5,11.90656723
Day 6,crushed,8,0,1.33061636,187271.5,37.51538564,IMG_0392.JPG,TRUE,10.1,7.590467325
Day 6,crushed,8,1,1.118399423,157404,37.51538564,IMG_0392.JPG,TRUE,4.9,4.381261203
