date,time.of.day,time (UTC),temperature (°C),Study site,ID,weather,Fruit,unstem,peel,transported,scatter.hoarded,eaten.lifted,eaten.on.the.floor,peeled.lifted,rotate,scent-marking,handling.only,comments,order taken,trials before first bite,peel bouts before first eating bout,hands used while eating,bite for each peeling bout (mean),total peeling bout,trials before scatterhoarding,leaf on top,time.first.peeling,time.first.eating,nb of eating bout before second peeling bout,,,,
01/03/2022,,,29,Oldvideo,Unidentified,,grape,0,1,0,0,1,0,1,1,0,NA,,,0,2,2,6,2,NA,NA,,,,,,,
01/03/2022,,,29,Oldvideo,Unidentified,,grape,0,1,0,0,1,0,1,1,0,NA,,,0,2,2,6,2,NA,NA,,,,,,,
01/03/2022,,,29,Oldvideo,Unidentified,,grape,0,1,0,0,1,0,1,1,0,NA,,,0,2,2,6,2,NA,NA,,,,,,,
01/03/2022,,,29,Oldvideo,Unidentified,,grape,0,1,0,0,1,0,1,1,0,NA,,,0,2,2,6,2,NA,NA,,,,,,,
01/03/2022,,,29,Oldvideo,Unidentified,,grape,0,1,0,0,1,0,1,1,0,NA,,,0,1,2,6,1,NA,NA,,,,,,,
01/03/2022,,,29,Oldvideo,Unidentified,,grape,0,0,1,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,,,,,
01/03/2022,,,29,Oldvideo,Unidentified,,grape,0,0,1,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,,,,,
01/03/2022,,,29,Oldvideo,Unidentified,,grape,1,0,1,1,0,0,0,1,0,NA,,,NA,NA,NA,NA,NA,1,1,,,,,,,
01/03/2022,,,29,Oldvideo,Unidentified,,grape,1,0,1,1,0,0,0,1,0,NA,,,NA,NA,NA,NA,NA,1,0,,,,,,,
01/03/2022,,,29,Oldvideo,Unidentified,,grape,0,0,1,1,0,0,0,1,0,NA,,,NA,NA,NA,NA,NA,2,1,,,,,,,
01/03/2022,,,29,Oldvideo,Unidentified,,grape,0,0,1,1,0,0,0,1,0,NA,,,NA,NA,NA,NA,NA,2,1,,,,,,,
01/03/2022,,,29,Oldvideo,Unidentified,,grape,0,0,1,1,0,0,0,1,0,NA,,,NA,NA,NA,NA,NA,2,1,,,,,,,
01/03/2022,,,30,Oldvideo,Unidentified,,orange,0,1,0,0,0,1,1,1,0,NA,,,2,3,2,8,5,NA,NA,,,,,,,
01/03/2022,,,30,Oldvideo,Unidentified,,orange,0,1,0,0,0,1,1,1,0,NA,,,4,2,2,10,5,NA,NA,,,,,,,
01/04/2022,,17:40,32,Oldvideo,Unidentified,,grape,0,0,0,1,0,0,0,1,0,NA,,,0,NA,NA,NA,NA,NA,NA,,,,,,,
01/04/2022,,17:42,32,Oldvideo,Unidentified,,grape,0,0,0,0,1,0,0,1,0,NA,,,0,NA,2,NA,NA,NA,NA,,,,,,,
01/04/2022,,17:50,32,Oldvideo,Unidentified,,grape,0,0,0,0,1,0,0,1,0,NA,,,0,NA,2,NA,NA,NA,NA,,,,,,,
01/04/2022,,18:04,31,Oldvideo,Unidentified,,grape,0,0,0,1,0,0,0,0,0,NA,,,0,NA,NA,NA,NA,1,0,,,,,,,
01/05/2022,,,28,Oldvideo,Unidentified,,grape,0,0,0,0,1,0,0,1,0,NA,,,0,NA,NA,NA,NA,NA,NA,,,,,,,
01/05/2022,,,31,Oldvideo,Unidentified,,orange,0,1,1,0,0,1,0,1,0,NA,,,1,2,2,NA,6,NA,NA,,,,,,,
01/07/2022,,17:50,32,Oldvideo,Unidentified,,grape,0,0,0,1,0,0,0,1,0,NA,,,0,NA,NA,NA,NA,NA,NA,,,,,,,
01/07/2022,,17:53,32,Oldvideo,Unidentified,,grape,0,1,0,0,1,0,1,1,0,NA,,,0,NA,NA,2,NA,NA,NA,,,,,,,
01/08/2022,,23:08,33,Oldvideo,Unidentified,,grape,0,1,0,0,1,0,1,0,0,NA,,,0,NA,NA,2,NA,NA,NA,,,,,,,
01/09/2022,morning,12:36,33,Oldvideo,Unidentified,,grape,0,1,0,0,1,0,1,1,0,NA,,,0,1,2,4,1,NA,NA,,,,,,,
01/09/2022,morning,12:37,33,Oldvideo,Unidentified,,grape,1,0,0,0,1,0,0,0,0,NA,,,0,NA,2,NA,NA,NA,NA,,,,,,,
01/09/2022,morning,12:38,33,Oldvideo,Unidentified,,grape,1,0,0,0,1,0,0,0,0,NA,,,0,NA,2,NA,NA,NA,NA,,,,,,,
01/09/2022,morning,12:38,33,Oldvideo,Unidentified,,grape,0,0,0,0,1,0,0,0,0,NA,,,0,NA,2,NA,NA,NA,NA,,,,,,,
14/06/2024,afternoon,22:28,26, CameraTrapsDumasFinalDayDump,Unidentified,,peanut,NA,1,0,0,1,0,NA,1,0,NA,,,0,3,2,4,3,NA,NA,,,,,,,
14/06/2024,afternoon,22:29,26, CameraTrapsDumasFinalDayDump,Unidentified,,peanut,NA,1,0,0,1,0,NA,1,0,NA,,,0,3,2,4,3,NA,NA,,,,,,,
14/06/2024,afternoon,22:30,26, CameraTrapsDumasFinalDayDump,Unidentified,,peanut,NA,1,0,0,1,0,NA,1,0,NA,,,0,5,2,5,5,NA,NA,,,,,,,
14/06/2024,afternoon,22:32,26, CameraTrapsDumasFinalDayDump,Unidentified,,peanut,NA,1,0,0,1,0,NA,1,0,NA,,,0,5,2,5,5,NA,NA,,,,,,,
14/06/2024,afternoon,22:32,28, CameraTrapsDumasFinalDayDump,Unidentified,,banana,0,0,1,0,0,0,0,0,0,NA,,,NA,NA,NA,NA,NA,NA,NA,,,,,,,
14/06/2024,afternoon,22:52,27, CameraTrapsDumasFinalDayDump,Unidentified,,grape,1,1,0,0,0,0,1,1,0,NA,,,0,1,2,4,1,NA,NA,,,,,,,
14/06/2024,afternoon,22:54,27, CameraTrapsDumasFinalDayDump,Unidentified,,apple,0,1,1,0,0,1,0,1,0,,,,1,1,2,5,6,NA,NA,,,,,,,
05/06/2024,afternoon,22:28,, CameraTrapsDumasFinalDayDump,Unidentified,,peanut,NA,1,0,0,1,0,1,0,0,,,,0,1,2,1,4,NA,NA,,,,,,,
05/06/2024,afternoon,22:30,, CameraTrapsDumasFinalDayDump,Unidentified,,peanut,NA,1,0,0,1,0,1,0,0,,,,0,2,2,1,2,NA,NA,,,,,,,
05/06/2024,afternoon,22:32,, CameraTrapsDumasFinalDayDump,Unidentified,,peanut,NA,1,0,0,1,0,1,0,0,,,,0,2,2,1,5,NA,NA,,,,,,,
05/06/2024,afternoon,22:34,, CameraTrapsDumasFinalDayDump,Unidentified,,peanut,NA,0,0,1,0,0,0,0,0,,,,0,NA,NA,NA,NA,3,0,,,,,,,
05/06/2024,afternoon,22:38,, CameraTrapsDumasFinalDayDump,Unidentified,,peanut,NA,0,0,1,0,0,0,0,0,,,,0,NA,NA,NA,NA,1,0,,,,,,,
05/06/2024,afternoon,22:39,, CameraTrapsDumasFinalDayDump,Unidentified,,peanut,NA,0,0,1,0,0,0,1,0,,,,,NA,NA,NA,NA,0,0,,,,,,,
08/06/2024,afternoon,,, CameraTrapsDumasFinalDayDump,Unidentified,,peanut,NA,0,0,1,0,0,0,0,0,,,,0,NA,NA,NA,NA,0,0,,,,,,,
07/06/2024,morning,17:08,32,BackairbnbBackNeighbor,Unidentified,NA,grape,0,1,0,0,1,0,1,1,,,,,0,1,2,,4,NA,NA,,,,,,,
07/06/2024,morning,17:09,32,BackairbnbBackNeighbor,Unidentified,NA,grape,0,1,0,0,1,0,1,1,,,,,0,3,2,,5,NA,NA,,,,,,,
07/06/2024,morning,17:11,33,BackairbnbBackNeighbor,Unidentified,NA,grape,1,1,0,0,1,0,1,1,,,,,0,3,2,,7,NA,NA,,,,,,,
07/06/2024,morning,12:38,30,BackairbnbBackNeighbor,Unidentified,NA,grape,0,1,0,0,1,0,1,1,,,,,0,3,2,,3,NA,NA,,,,,,,
07/06/2024,morning,12:50,26,BackairbnbBackNeighbor,Unidentified,NA,grape,1,0,0,0,1,0,0,1,0,,,,0,NA,2,NA,NA,NA,NA,,,,,,,
07/06/2024,morning,12:51,26,BackairbnbBackNeighbor,Unidentified,NA,grape,1,0,0,0,1,0,0,0,0,,,,0,NA,2,NA,NA,NA,NA,,,,,,,
07/06/2024,morning,12:52,28,BackairbnbBackNeighbor,Unidentified,NA,grape,0,0,0,0,1,0,0,0,0,,"eat it fully, nice video",,0,NA,2,NA,NA,NA,NA,,,,,,,
07/06/2024,morning,12:57,30,BackairbnbBackNeighbor,Unidentified,NA,grape,1,0,0,0,1,0,0,1,0,,SPIT THE SEED!!,,0,NA,2,NA,NA,NA,NA,,,,,,,
07/06/2024,morning,12:58,30,BackairbnbBackNeighbor,Unidentified,NA,grape,0,0,0,0,1,0,0,1,0,,,,0,NA,2,NA,NA,NA,NA,,,,,,,
07/06/2024,morning,12:59,30,BackairbnbBackNeighbor,Unidentified,NA,grape,0,0,0,0,1,0,0,1,0,,SPIT THE SEED!!,,0,NA,2,NA,NA,NA,NA,,,,,,,
07/06/2024,morning,17:40,34,BackairbnbBackNeighbor,Unidentified,NA,grape,1,0,0,0,1,0,0,1,0,,,,0,NA,2,NA,NA,NA,NA,,,,,,,
07/06/2024,morning,17:50,34,BackairbnbBackNeighbor,Unidentified,NA,grape,0,1,0,0,1,0,1,1,0,,,,0,3,2,,3,NA,NA,,,,,,,
07/06/2024,morning,17:50,34,BackairbnbBackNeighbor,Unidentified,NA,grape,1,1,0,0,1,0,1,1,0,,,,0,2,2,,2,NA,NA,,,,,,,
07/06/2024,morning,,,BackairbnbFrontCam,Unidentified,NA,grape,0,0,0,0,1,0,0,1,0,,,,0,NA,2,NA,NA,NA,NA,,,,,,,
07/06/2024,morning,,,BackairbnbFrontCam,Unidentified,NA,grape,0,0,0,0,1,0,0,1,0,,,,0,NA,2,NA,NA,NA,NA,,,,,,,
07/06/2024,morning,12:49,28,FrontAirbnb,Unidentified,NA,grape,0,1,1,0,1,0,1,1,0,,"just peel 2 very little in the beginning, then eat it all",,0,2,2,,2,NA,NA,,,,,,,
09/06/2024,morning,11:53,29,BackairbnbFrontCam,Unidentified,NA,grape,0,0,0,0,1,0,0,1,0,,,,,,2,,,NA,NA,,,,,,,
09/06/2024,afternoon,22:40,27,BackairbnbFrontCam,Unidentified,NA,grape,0,1,0,0,1,0,1,1,0,,,,0,4,2,,4,NA,NA,,,,,,,
09/06/2024,morning,16:10,33,BackCamSideNeighbor,Unidentified,NA,grape,1,1,0,0,1,0,1,1,0,,,,0,1,2,,1,NA,NA,,,,,,,
09/06/2024,afternoon,22:39,27,FrontAirbnb,Unidentified,NA,grape,NA,0,0,0,1,0,0,1,0,,,,,2,2,,3,NA,NA,,,,,,,
11/06/2024,afternoon,20:22,27,Backyard,Unidentified,NA,grape,NA,1,0,0,1,0,1,1,0,,SPIT THE SEED!!,,0,5,2,,6,NA,NA,,,,,,,
11/06/2024,morning,16:49,24,FrontAirbnb,Unidentified,NA,grape,NA,1,0,0,1,0,1,1,0,,,,0,4,2,,4,NA,NA,,,,,,,
11/06/2024,morning,14:56,25,NeighborCam,Unidentified,NA,grape,NA,0,1,0,0,0,0,0,0,,,,,,,,,NA,NA,,,,,,,
11/06/2024,afternoon,23:26,27,NeighborCam,Unidentified,NA,grape,NA,1,0,0,1,0,1,1,0,,,,0,9,2,,9,NA,NA,,,,,,,
11/06/2024,afternoon,23:27,27,NeighborCam,Unidentified,NA,grape,NA,1,0,0,1,0,1,1,0,,,,0,6,2,,6,NA,NA,,,,,,,
09/06/2024,morning,11:20,31,BackAirbnb.Frontcam,Unidentified,NA,peanut,NA,1,0,0,1,0,1,0,0,,,,0,2,2,3,2,NA,NA,,,,,,,
09/06/2024,morning,11:21,31,BackAirbnb.Frontcam,Unidentified,NA,peanut,NA,1,0,0,1,0,1,0,0,,,,0,3,2,6,5,NA,NA,,,,,,,
09/06/2024,morning,11:12,28,BackAirbnb.Frontcam,Unidentified,NA,peanut,NA,0,0,1,0,0,0,1,0,,,,0,0,0,NA,,NA,NA,,,,,,,
09/06/2024,morning,11:13,28,BackAirbnb.Frontcam,Unidentified,NA,peanut,NA,1,0,0,1,0,1,0,0,,,,0,6,2,1,6,NA,NA,,,,,,,
09/06/2024,morning,11:13,28,BackAirbnb.Frontcam,Unidentified,NA,peanut,NA,1,0,0,1,0,1,0,0,,,,0,4,2,1,4,NA,NA,,,,,,,
09/06/2024,morning,11:14,28,BackAirbnb.Frontcam,Unidentified,NA,peanut,NA,1,0,0,1,0,1,0,0,,,,0,5,2,2,5,NA,NA,,,,,,,
09/06/2024,morning,11:15,28,BackAirbnb.Frontcam,Unidentified,NA,peanut,NA,1,0,0,1,0,1,0,0,,,,0,5,2,2,5,NA,NA,,,,,,,
09/06/2024,morning,11:23,32,BackAirbnb.Frontcam,Unidentified,NA,peanut,NA,0,0,1,0,0,0,1,0,,Scatterhoard in rock path (8-9th.BackAirbnb.Frontcam.Random.MOV),,0,0,0,NA,NA,0,0,,,,,,,
09/06/2024,morning,11:20,30,BackAirbnb.Frontcam,Unidentified,NA,peanut,NA,1,0,0,1,0,1,0,0,,,,0,1,2,2,2,NA,NA,,,,,,,
09/06/2024,morning,11:21,30,BackAirbnb.Frontcam,Unidentified,NA,peanut,NA,1,0,0,1,0,1,0,0,,,,0,2,2,2,2,NA,NA,,,,,,,
09/06/2024,morning,11:19,31,BackAirbnb.Frontcam,Unidentified,NA,peanut,NA,1,0,0,1,0,1,0,0,,,,0,3,2,4,4,NA,NA,,,,,,,
09/06/2024,morning,11:19,31,BackAirbnb.Frontcam,Unidentified,NA,peanut,NA,1,0,0,1,0,1,0,0,,,,0,3,2,4,3,NA,NA,,,,,,,
09/06/2024,morning,11:23,32,BackAirbnb.Frontcam,Unidentified,NA,peanut,NA,1,0,0,1,0,1,0,0,,,,0,2,2,2,2,NA,NA,,,,,,,
09/06/2024,morning,11:06,26,BackAirbnb.Frontcam,Unidentified,NA,peanut,NA,0,0,1,0,0,0,1,0,,,,0,0,0,NA,NA,1,0,,,,,,,
09/06/2024,morning,11:07,26,BackAirbnb.Frontcam,Unidentified,NA,peanut,NA,1,0,0,1,0,1,0,0,,,,0,1,2,1,1,NA,NA,,,,,,,
09/06/2024,morning,11:24,32,BackAirbnb.Frontcam,Unidentified,NA,peanut,NA,1,0,0,1,0,1,0,0,,,,0,2,2,5,2,NA,NA,,,,,,,
09/06/2024,afternoon,20:33,31,FrontAirbnb,Unidentified,NA,peanut,NA,1,0,0,1,0,1,0,0,,,,3,4,2,3,4,NA,NA,,,,,,,
09/06/2024,morning,11:42,29,FrontAirbnb,Unidentified,NA,peanut,NA,0,0,1,0,0,0,1,0,,,,0,0,0,NA,NA,0,0,,,,,,,
09/06/2024,morning,11:42,30,FrontAirbnb,Unidentified,NA,peanut,NA,0,0,1,0,0,0,1,0,,,,0,0,0,NA,NA,NA,NA,,,,,,,
09/06/2024,morning,11:43,30,FrontAirbnb,Unidentified,NA,peanut,NA,0,0,1,0,0,0,1,0,,,,0,0,0,NA,NA,0,0,,,,,,,
09/06/2024,morning,11:43,32,FrontAirbnb,Unidentified,NA,peanut,NA,1,0,0,1,0,1,0,0,,,,0,2,2,5,3,NA,NA,,,,,,,
09/06/2024,morning,11:48,30,FrontAirbnb,Unidentified,NA,peanut,NA,0,0,1,0,0,0,1,0,,,,0,0,0,NA,NA,NA,NA,,,,,,,
09/06/2024,morning,11:52,30,FrontAirbnb,Unidentified,NA,peanut,NA,0,0,1,0,0,0,0,0,,,,0,0,0,NA,NA,1,1,,,,,,,
09/06/2024,morning,11:52,30,FrontAirbnb,Unidentified,NA,peanut,NA,0,0,1,0,0,0,1,0,,,,0,0,0,NA,NA,0,0,,,,,,,
09/06/2024,morning,11:53,32,FrontAirbnb,Unidentified,NA,peanut,NA,1,0,0,1,0,1,0,0,,,,0,1,2,3,1,NA,NA,,,,,,,
09/06/2024,morning,11:35,26,FrontAirbnb,Unidentified,NA,peanut,NA,0,0,1,0,0,0,0,0,,,,0,0,0,NA,NA,2,0,,,,,,,
09/06/2024,morning,11:38,27,FrontAirbnb,Unidentified,NA,peanut,NA,0,0,1,0,0,0,1,0,,,,0,0,0,NA,NA,0,0,,,,,,,
09/06/2024,morning,12:46,,PathToFieldNeighborCam,Unidentified,NA,peanut,NA,0,0,1,0,0,0,1,0,,,,0,0,0,NA,NA,NA,NA,,,,,,,
09/06/2024,morning,12:47,,PathToFieldNeighborCam,Unidentified,NA,peanut,NA,1,0,0,1,0,1,0,0,,,,0,3,2,NA,3,NA,NA,,,,,,,
09/06/2024,morning,12:47,,PathToFieldNeighborCam,Unidentified,NA,peanut,NA,1,0,0,1,0,1,1,0,,,,0,3,2,NA,4,NA,NA,,,,,,,
09/06/2024,morning,12:54,,PathToFieldNeighborCam,Unidentified,NA,peanut,NA,0,0,1,0,0,0,1,0,,,,0,0,0,NA,NA,0,1,,,,,,,
09/06/2024,morning,12:55,,PathToFieldNeighborCam,Unidentified,NA,peanut,NA,0,0,1,0,0,0,1,0,,,,0,0,0,NA,NA,0,1,,,,,,,
09/06/2024,morning,13:04,,PathToFieldNeighborCam,Unidentified,NA,peanut,NA,1,0,0,1,0,1,0,0,,,,0,2,2,3,2,NA,NA,,,,,,,
09/06/2024,morning,13:29,,PathToFieldNeighborCam,Unidentified,NA,peanut,NA,1,0,0,1,0,1,0,0,,,,0,2,2,3,3,NA,NA,,,,,,,
11/06/2024,morning,11:05,25,Backyard,Unidentified,NA,peanut,NA,1,0,0,1,0,1,0,0,,,,0,2,2,3,3,NA,NA,,,,,,,
11/06/2024,morning,11:43,25,Backyard,Unidentified,NA,peanut,NA,1,1,0,1,0,1,0,0,,,,0,NA,2,NA,2,NA,NA,,,,,,,
11/06/2024,morning,11:44,26,Backyard,Unidentified,NA,peanut,NA,1,1,0,1,0,1,0,0,,,,0,NA,2,NA,2,NA,NA,,,,,,,
11/06/2024,morning,11:45,26,Backyard,Unidentified,NA,peanut,NA,1,0,0,1,0,1,0,0,,,,1,4,2,3,5,NA,NA,,,,,,,
11/06/2024,morning,11:45,26,Backyard,Unidentified,NA,peanut,NA,1,0,0,1,0,1,1,0,,,,1,2,2,2,2,NA,NA,,,,,,,
01/04/2025,morning,12:37,25,Airbnb2,Unidentified,NA,apple,NA,1,1,0,1,0,1,1,0,,peel it all around,,NA,NA,2,NA,NA,NA,NA,,,,,,,
01/04/2025,morning,12:38,25,Airbnb2,Unidentified,NA,apple,NA,1,1,0,1,0,1,1,0,,peel it all around,,1,10,2,5,10,NA,NA,,,,,,,
01/04/2025,morning,12:40,26,Airbnb2,Unidentified,NA,banana,NA,NA,1,NA,NA,NA,NA,1,NA,,peel it all around,,NA,NA,NA,NA,NA,NA,NA,,,,,,,
01/04/2025,morning,13:00,24,Airbnb2,Unidentified,NA,peanut,0,0,0,1,0,0,0,1,0,,long rotation before scatterhoard,,0,NA,2,NA,NA,0,0,,,,,,,
01/04/2025,morning,13:06,26,Airbnb2,Unidentified,NA,banana,NA,NA,1,NA,NA,NA,NA,1,NA,,peel it all around,,0,NA,2,NA,NA,0,0,,,,,,,
01/04/2025,morning,13:19,28,Airbnb2,Unidentified,NA,banana,NA,NA,1,NA,NA,NA,NA,1,NA,,peel it all around,,NA,NA,NA,NA,NA,NA,NA,,,,,,,
01/04/2025,afternoon,23:13,29,Airbnb2,Unidentified,NA,grape,NA,1,0,0,1,0,1,1,0,,RETRIEVAL + clean after it fell!!,,0,8,2,5,8,NA,NA,,,,,,,
01/04/2025,morning,13:06,22,Airbnb2,Unidentified,NA,peanut,0,1,0,0,1,0,1,0,0,,,,1,4,2,2,4,NA,NA,,,,,,,
31/03/2025,morning,12:55,23,Airbnb1,Unidentified,NA,grape,1,1,0,0,1,0,1,1,0,,,1/10,0,2,2,16,2,NA,NA,,,,,,,
31/03/2025,morning,12:58,23,Airbnb1,Unidentified,NA,grape,1,1,0,0,1,0,1,1,0,,,2/10,0,4,2,7,4,NA,NA,,,,,,,
31/03/2025,morning,13:00,23,Airbnb1,Unidentified,NA,grape,1,1,0,0,1,0,1,1,0,,,3/10,0,4,2,5,4,NA,NA,,,,,,,
31/03/2025,morning,13:00,23,Airbnb1,Unidentified,NA,banana,0,1,0,0,0,1,0,0,0,,,4/10,4,2,2,7,2,NA,NA,,,,,,,
31/03/2025,morning,13:52,26,Airbnb1,Unidentified,NA,grape,0,1,0,0,1,0,1,0,0,,,5/10,1,2,2,3,2,NA,NA,,,,,,,
31/03/2025,morning,14:18,26,Airbnb1,Unidentified,NA,banana,0,1,1,0,0,1,0,0,0,,,6/10,3,2,2,NA,5,NA,NA,,,,,,,
31/03/2025,morning,14:26,26,Airbnb2,Unidentified,NA,grape,1,0,0,1,0,0,0,1,0,,,7/10,3,NA,NA,NA,NA,0,0,,,,,,,
31/03/2025,morning,14:29,28,Airbnb2,Unidentified,NA,grape,0,0,0,1,0,0,0,0,0,,,8/10,0,NA,NA,NA,NA,0,0,,,,,,,
31/03/2025,morning,16:11,28,Airbnb1,Unidentified,NA,apple,0,NA,1,NA,NA,NA,NA,NA,NA,,,9/10,3,2,2,NA,5,NA,NA,,,,,,,
27/03/2025,morning,12:41,27,House1,Unidentified,NA,banana,0,NA,1,NA,NA,NA,NA,NA,NA,,,1/6,3,NA,NA,NA,NA,NA,NA,,,,,,,
27/03/2025,morning,12:43,27,House1,Unidentified,NA,grape,0,1,0,0,1,0,1,0,0,,,2/6,0,3,2,3,3,NA,NA,,,,,,,
27/03/2025,morning,12:44,27,House1,Unidentified,NA,grape,0,0,0,0,1,0,0,0,0,,,3/6,0,0,2,0,0,NA,NA,,,,,,,
27/03/2025,morning,12:45,27,House1,Unidentified,NA,grape,0,0,0,0,1,0,0,0,0,,,4/6,0,0,2,0,0,NA,NA,,,,,,,
27/03/2025,morning,12:51,28,House1,Unidentified,NA,grape,0,1,0,0,1,0,1,0,0,,,,0,4,2,4,4,NA,NA,,,,,,,
27/03/2025,morning,12:52,28,House1,Unidentified,NA,grape,0,0,0,0,1,0,0,0,0,,,,0,0,2,0,0,NA,NA,,,,,,,
27/03/2025,morning,12:52,28,House1,Unidentified,NA,grape,0,0,0,0,1,0,0,0,0,,,,0,0,2,0,0,NA,NA,,,,,,,
27/03/2025,morning,12:57,28,House1,Unidentified,NA,grape,0,0,0,0,1,0,0,1,0,,,,2,0,2,0,0,NA,NA,,,,,,,
28/03/2025,morning,13:53,30,House1,Unidentified,NA,grape,0,0,0,0,1,0,0,1,0,,,,2,0,2,0,0,NA,NA,,,,,,,
28/03/2025,morning,13:54,30,House1,Unidentified,NA,grape,0,0,0,0,1,0,0,1,0,,,,2,0,2,0,0,NA,NA,,,,,,,
15/03/2025,afternoon,23:30,30,Stri,Unidentified,NA,grape,0,0,0,0,1,0,0,0,0,,,,0,NA,2,NA,NA,NA,NA,,,,,,,
15/04/2025,afternoon,23:30,30,Stri,Unidentified,NA,grape,0,0,0,0,1,0,0,0,0,,,,0,NA,2,NA,NA,NA,NA,,,,,,,
15/04/2025,afternoon,23:30,30,Stri,Unidentified,NA,grape,0,0,0,0,1,0,0,0,0,,,,0,NA,2,NA,NA,NA,NA,,,,,,,
15/04/2025,afternoon,23:30,30,Stri,Unidentified,NA,grape,0,0,0,0,1,0,0,0,0,,,,0,NA,2,NA,NA,NA,NA,,,,,,,
15/04/2025,afternoon,23:30,30,Stri,Unidentified,NA,grape,0,0,0,0,1,0,0,0,0,,,,0,NA,2,NA,NA,NA,NA,,,,,,,
15/04/2025,afternoon,23:30,30,Stri,Unidentified,NA,grape,0,0,0,0,1,0,0,1,0,,,,0,NA,2,NA,NA,NA,NA,,,,,,,
15/04/2025,afternoon,23:30,30,Stri,Unidentified,NA,grape,0,0,0,0,1,0,0,0,0,,,,0,NA,2,NA,NA,NA,NA,,,,,,,
28/03/2025,morning,13:51,27,House1,Unidentified,NA,grape,0,0,0,0,1,0,0,1,0,,,,0,NA,2,NA,NA,NA,NA,,,,,,,
28/03/2025,morning,13:52,27,House1,Unidentified,NA,grape,0,0,0,0,1,0,0,1,0,,,,0,NA,2,NA,NA,NA,NA,,,,,,,
28/03/2025,morning,13:53,27,House1,Unidentified,NA,grape,0,0,0,0,1,0,0,1,0,,,,0,NA,2,NA,NA,NA,NA,,,,,,,
28/03/2025,morning,14:01,27,House1,Unidentified,NA,grape,1,1,0,0,1,0,1,1,0,,,,0,NA,2,NA,NA,NA,NA,,,,,,,
28/03/2025,afternoon,20:13,27,House1,Unidentified,NA,apple,0,0,1,0,0,1,0,1,0,,,,3,NA,2,NA,NA,NA,NA,,,,,,,
30/03,afternoon,21:41,26,Airbnb1,Unidentified,NA,peanut,NA,1,0,0,1,0,1,0,0,,,,0,4,2,7,4,NA,NA,,,,,,,
30/03,afternoon,21:42,26,Airbnb1,Unidentified,NA,peanut,NA,1,0,0,1,0,1,0,0,,,,0,4,2,6,4,NA,NA,,,,,,,
30/03,afternoon,22:56,26,Airbnb1,Unidentified,NA,banana,0,1,0,0,0,1,0,0,0,,,,4,2,2,12,5,NA,NA,,,,,,,
30/03,afternoon,,26,Airbnb1,Unidentified,NA,orange,0,1,0,0,0,1,0,0,0,,,,3,3,2,10,6,NA,NA,,,,,,,
