Date,Time,video_title,ID,type,order_taken,sniffing,rotation,scatter-hoard,eaten,jaw-movement,nb tour horizontal,nb tour vertical,timing (s),teeth-hole contact,Comments,N_congeners_around,temperature,humidity (percent),Session,Arena,Block,,assess,jaws,rots
16/06,8:33,,Lightnose,2,18,1,1,1,0,4,0,0.5,"2,2",1,wtf,,,,7,1,2,,,,
16/06,8:36,,Lightnose,"0,7",19,0,0,1,0,0,NA,NA,NA,0,,,,,7,1,2,,,,
19/06,morning,,Repousse,1,1,0,1,1,0,5,"0,5",0,2,NA,,,,,8,1,1,,1.3,3,1
19/06,morning,,Repousse,"0,3",2,2,1,1,0,13,1,1,"3,5",NA,,,,,8,1,1,,2.94,11,5
19/06,morning,,Repousse,"0,7",3,2,1,0,1,5,1,0,2,1,,,,,8,1,1,,1.33,3,1
19/06,morning,,Repousse,control,4,0,1,1,0,5,"0,75",0,2,NA,,,,,8,1,1,,1.27,5,1
19/06,morning,,Repousse,2,5,0,1,0,1,10,1,1,4,1,,,,,8,1,1,,3.07,6,4
19/06,morning,,Repousse,control,6,0,0,1,0,1,0,0,1,NA,,,,,8,1,1,,0.83,1,0
19/06,morning,,Repousse,2,7,0,1,0,1,9,1,0,3,1,,,,,8,1,1,,2.9,7,1
19/06,morning,,Repousse,"1,5",8,0,0,1,0,3,0,0.5,1,NA,,,,,8,1,1,,0.8,3,0
19/06,morning,,Repousse,"0,5",9,0,1,1,0,4,"0,25",0,"1,5",0,,,,,8,1,1,,0.73,4,1
19/06,morning,,Repousse,2+,10,0,0,0,1,4,1,0,1,1,,,,,8,1,1,,,,
19/06,morning,,Repousse,control,11,1,1,1,0,10,"0,5",1,3,NA,,,,,8,1,2,,2.9,8,5
19/06,morning,,Repousse,"0,7",12,0,1,0,1,8,"0,5",0,3,1,,,,,8,1,2,,2.14,1,0
19/06,morning,,Repousse,2+,13,0,0,0,1,4,0,0,2,1,,,,,8,1,2,,1.5,1,0
19/06,morning,,Repousse,2,14,0,1,1,0,10,"0,5",1,7,1,,,,,8,1,2,,8.74,3,3
19/06,morning,,Repousse,"0,3",15,0,1,1,0,3,"0,5",0,1,0,,,,,8,1,2,,,,
19/06,morning,,Repousse,control,16,1,0,1,0,4,0,0,"1,5",NA,,,,,8,1,2,,0.63,3,1
19/06,morning,,Repousse,1,17,0,1,1,0,5,0,1,2,0,,,,,8,1,2,,,,
19/06,morning,,Repousse,"0,5",18,1,1,1,0,7,1,0,"2,5",NA,,,,,8,1,2,,0.77,2,1
19/06,morning,,Repousse,"0,3",19,0,0,1,0,0,NA,NA,NA,NA,,,,,8,1,2,,1.5,5,3
19/06,morning,,Whiteline,"0,7",1,0,0,1,0,0,NA,NA,NA,NA,,,,,8,1,3,,,,
19/06,morning,,Whiteline,control,2,0,0,1,0,NA,NA,NA,NA,NA,,,,,8,1,3,,,,
19/06,morning,,Whiteline,"0,5",3,0,0,1,0,NA,NA,NA,NA,NA,,,,,8,1,3,,,,
19/06,morning,,Whiteline,NA,4,0,0,0,1,NA,NA,NA,NA,NA,,,,,8,1,3,,,,
19/06,morning,,Whiteline,1,5,0,0,1,0,NA,NA,NA,NA,NA,,,,,8,1,3,,,,
19/06,morning,,Whiteline,NA,6,0,0,0,1,NA,NA,NA,NA,NA,,,,,8,1,3,,,,
19/06,morning,,Whiteline,"0,3",7,0,0,1,0,NA,NA,NA,NA,NA,,,,,8,1,3,,,,
19/06,morning,,Whiteline,control,8,0,1,1,0,5,1,0,3,NA,,,,,8,1,3,,,,
19/06,morning,,Whiteline,retrieved,9,0,0,1,0,NA,NA,NA,NA,NA,,,,,8,1,3,,,,
19/06,morning,,Whiteline,control,10,0,0,1,0,NA,NA,NA,NA,NA,,,,,8,1,3,,,,
19/06,morning,,Sidemark,1,1,0,0,1,0,0,NA,NA,NA,NA,,,,,8,1,4,,,,
19/06,morning,,Sidemark,"0,3",2,0,0,1,0,NA,NA,NA,NA,NA,,,,,8,1,4,,,,
19/06,morning,,Sidemark,control,3,0,0,1,0,NA,NA,NA,NA,NA,,,,,8,1,4,,,,
19/06,morning,,Sidemark,2+,4,0,0,0,1,NA,NA,NA,NA,NA,,,,,8,1,4,,,,
19/06,morning,,Sidemark,"0,7",5,0,0,1,0,0,NA,NA,NA,NA,,,,,8,1,4,,,,
19/06,morning,,Sidemark,"1,5",6,0,0,0,1,NA,NA,NA,NA,NA,,,,,8,1,4,,,,
19/06,morning,,Sidemark,control,7,0,0,1,0,NA,NA,NA,NA,NA,,,,,8,1,4,,,,
19/06,morning,,Sidemark,control,9,0,0,1,0,NA,NA,NA,NA,NA,,,,,8,1,4,,,,
19/06,morning,,Sidemark,2,8,0,0,1,0,NA,NA,NA,NA,NA,,,,,8,1,4,,,,
19/06,morning,,Sidemark,1,10,0,0,1,0,NA,NA,NA,NA,NA,,,,,8,1,4,,,,
19/06,evening,,Repousse,control,1,0,0,1,0,1,NA,NA,"0,5",NA,,,,,9,1,1,,0.33,2,0
19/06,evening,,Repousse,1,2,1,1,0,1,3,"0,5",0,1,1,,,,,9,1,1,,1.07,2,2
19/06,evening,,Repousse,"0,5",3,1,1,1,0,11,"0,5","0,5","3,4",0,,,,,9,1,1,,2.57,8,3
19/06,evening,,Repousse,2,4,0,1,0,1,3,"0,5",0,2,1,,,,,9,1,1,,2.5,2,1
19/06,evening,,Repousse,"0,3",5,0,1,1,0,5,"0,5",0,2,0,,,,,9,1,1,,1.37,4,1
19/06,evening,,Repousse,"1,5",6,0,1,1,0,6,1,0,"1,8",,"21:00:11:00, ?? help",,,,9,1,1,,1.67,5,1
19/06,evening,,Repousse,"0,7",7,2,1,0,1,18,1,2,"5,5",1,TROP BEAU CONTACT !!,,,,9,1,1,,5.37,12,5
19/06,evening,,Repousse,control,8,0,1,1,0,4,"0,5",0,"1,5",NA,,,,,9,1,1,,21.39,3,1
19/06,evening,,Repousse,2+,9,1,1,0,1,7,"0,5",0,2,1,,,,,9,1,1,,2.04,5,2
19/05bloc1,evening,,Grizzly,"0,7",1,1,1,1,0,9,"0,5",1,"5,5",0,,,,,9,1,1,,5.04,9,5
19/05bloc1,evening,,Grizzly,1,2,1,1,0,1,4,1,0,2,1,,,,,9,1,1,,1.27,3,1
19/05bloc1,evening,,Grizzly,"0,5",3,0,0,0,1,0,NA,NA,NA,NA,,,,,9,1,1,,1.3,2,0
19/05bloc1,evening,,Grizzly,control,4,0,0,0,1,1,NA,NA,NA,NA,,,,,9,1,1,,19.19,2,1
19/05bloc1,evening,,Grizzly,"0,3",5,0,0,1,0,1,0,0,"0,5",0,,,,,9,1,1,,6.88,4,1
19/05bloc1,evening,,Grizzly,2,6,2,1,0,1,7,0,1,3,1,,,,,9,1,1,,2.8,4,3
19/05bloc1,evening,,Grizzly,control,7,0,0,1,0,0,0,0,NA,NA,,,,,9,1,1,,,,
19/05bloc1,evening,,Grizzly,2+,8,0,0,1,0,0,0,0,NA,1,teeth contact but still SH,,,,9,1,1,,,,
19/05bloc1,evening,,Grizzly,"1,5",9,0,1,1,0,7,0,1,"3,5",1,teeth contact but still SH,,,,9,1,1,,2.74,4,3
19/05bloc2,evening,,Grizzly,1,1,2,1,1,0,9,0,"1,5","4,2",0,,,,,9,1,2,,4.54,9,4
19/05bloc2,evening,,Grizzly,control,2,2,1,1,0,9,0,2,"5,2",NA,,,,,9,1,2,,5.07,7,5
19/05bloc2,evening,,Grizzly,"1,5",3,0,0,1,0,0,0,0,NA,0,,,,,9,1,2,,,,
19/05bloc2,evening,,Grizzly,2,4,0,1,0,1,6,0,"0,25",2,1,,,,,9,1,2,,1.77,1,2
19/05bloc2,evening,,Grizzly,"0,3",5,0,1,1,0,5,1,0,"3,5",0,,,,,9,1,2,,19.82,4,1
19/05bloc2,evening,,Grizzly,2+,6,1,0,0,1,4,0,0,2,1,,,,,9,1,2,,2.07,4,1
19/05bloc2,evening,,Grizzly,"0,5",7,0,1,1,0,8,"0,5","1,5",5,0,,,,,9,1,2,,4.64,9,7
19/05bloc2,evening,,Grizzly,"0,7",8,0,1,1,0,5,"0,5",1,"3,5",0,,,,,9,1,2,,2.7,6,4
19/05bloc2,evening,,Grizzly,control,9,0,0,1,0,0,NA,NA,NA,NA,,,,,9,1,2,,,,
19/05bloc3,evening,,Grizzly,"0,7",1,0,0,1,0,0,NA,NA,NA,0,,,,,9,1,3,,,,
19/05bloc3,evening,,Grizzly,"0,3",2,0,0,1,0,0,NA,NA,NA,0,,,,,9,1,3,,,,
19/05bloc3,evening,,Grizzly,"0,5",3,1,1,1,0,7,0,1,3,NA,,,,,9,1,3,,2.84,5,4
19/05bloc3,evening,,Grizzly,2,4,0,0,0,1,2,0,0,1,1,,,,,9,1,3,,0.67,1,0
19/05bloc3,evening,,Grizzly,control,5,0,0,0,1,0,0,0,NA,NA,,,,,9,1,3,,0.43,2,0
19/05bloc3,evening,,Grizzly,control,6,0,1,1,0,5,"0,5",1,"3,5",NA,,,,,9,1,3,,3.1,4,4
19/05bloc3,evening,,Grizzly,2+,7,0,1,0,1,4,"0,5",0,2,1,"eats one nut, SH the other nut",,,,9,1,3,,1.5,1,1
19/05bloc3,evening,,Grizzly,"1,5",8,0,0,1,0,1,0,0,1,0,,,,,9,1,3,,0.33,2,0
19/05bloc3,evening,,Grizzly,1,9,NA,1,1,0,NA,NA,NA,"1,5",0,no video,,,,9,1,3,,,,
19/06,evening,,Babygriz,"1,5",1,0,1,1,0,4,"0,5",0,2,1,,,,,9,1,1,,,,
19/06,evening,,Babygriz,"0,5",2,0,1,1,0,4,"0,5",0,"1,5",0,,,,,9,1,1,,,,
19/06,evening,,Babygriz,"0,3",3,0,NA,1,0,2,NA,NA,NA,NA,,,,,9,1,1,,,,
